Region,Year,Season,ACI_Combined_Seasonal_Smoothed,ACI_Combined_Seasonal_Unsmoothed,CDD_Seasonal_Smoothed,CDD_Seasonal_Unsmoothed,CDD_Seasonal_Unsmoothed_Unstandardized,Rx5Day_Seasonal_Smoothed,Rx5Day_Seasonal_Unsmoothed,Rx5Day_Seasonal_Unsmoothed_Unstandardized,Sea_Level_Seasonal_Smoothed,Sea_Level_Seasonal_Unsmoothed,Sea_Level_Seasonal_Unsmoothed_Unstandardized,T10_Seasonal_Smoothed,T10_Seasonal_Unsmoothed,T10_Seasonal_Unsmoothed_Unstandardized,T90_Seasonal_Smoothed,T90_Seasonal_Unsmoothed,T90_Seasonal_Unsmoothed_Unstandardized,WP90_Seasonal_Smoothed,WP90_Seasonal_Unsmoothed,WP90_Seasonal_Unsmoothed_Unstandardized
USC,1970,4,-0.14,0.1,0.29,1.05,38.12,-0.25,0.25,38.32,-0.06,-0.06,7067.86,0.21,0.92,12.47,-0.29,-0.14,9.75,-0.3,0.35,10.44
ALA,1971,1,0.03,-0.3,0.06,1.09,39.77,-0.3,0.67,23.44,0.76,0.76,7070.95,0.21,2.13,23.28,-0.05,-0.68,6.22,-0.08,-0.02,10.01
CAR,1971,1,-0.31,-0.49,,,,-0.1,0.12,10.4,,,,0.21,0.9,14.94,-0.21,-0.95,6.2,-0.73,-0.21,9.37
CEA,1971,1,-0.08,-0.05,0.23,0.02,16.81,-0.16,0.14,38.94,-0.25,-0.25,6999.82,-0.01,0.32,11.92,-0.23,-0.69,7.15,-0.07,-0.44,8.82
CWP,1971,1,0.14,0.31,0.81,0.32,47.49,-0.47,-0.17,45.84,0.09,0.09,7093.13,-0.07,-0.06,9.55,0.11,0.11,10.37,0.26,1.72,16.16
MID,1971,1,0.06,0.16,0.2,-0.62,22.15,0.03,0.63,28.69,,,,0.23,-0.47,7.78,-0.34,-0.68,7.49,0.66,0.98,12.52
NEA,1971,1,-0.15,0.21,0.07,2.62,19.66,-0.17,0.16,42.35,-0.2,-0.2,7081.67,-0.16,1.43,15.99,0.17,-0.6,8.14,-0.93,-1.22,6.71
NEF,1971,1,0.02,-0.11,0.32,-0.37,16.98,0.17,0.56,27.72,0.0,0.0,6958.53,0.01,0.36,11.7,-0.13,-1.08,6.97,-0.24,-0.4,9.28
NPL,1971,1,-0.01,0.09,-0.08,-1.21,26.86,0.1,1.27,14.5,0.95,0.95,7396.67,0.27,-0.03,10.11,-0.32,-0.9,5.53,-0.45,0.08,10.28
NWP,1971,1,-0.13,-0.16,0.18,1.03,26.13,-0.2,0.45,47.66,0.15,0.15,7044.7,0.17,0.79,15.17,-0.18,-0.71,6.6,-0.56,-0.24,9.5
SEA,1971,1,-0.2,0.29,0.11,0.66,23.59,-0.13,-0.43,52.28,-0.68,-0.68,6955.28,0.32,-0.45,8.18,-0.4,0.61,12.74,0.23,0.56,11.11
SPL,1971,1,-0.16,0.24,0.1,0.75,42.28,-0.24,-1.13,14.93,-0.62,-0.62,6979.45,0.26,-0.62,7.35,-0.26,0.63,12.02,0.35,0.41,10.82
SWP,1971,1,0.05,-0.07,0.22,1.35,79.96,-0.12,-0.72,22.13,-0.16,-0.16,6996.41,-0.04,0.33,11.15,-0.13,0.46,11.95,0.47,-0.11,9.58
CAN,1971,1,-0.15,-0.23,0.12,-0.55,23.31,-0.05,0.9,29.15,0.2,0.2,7042.08,0.14,0.63,12.72,-0.19,-1.13,6.47,-0.84,-0.35,9.37
USA,1971,1,-0.02,0.18,0.38,1.28,43.15,-0.31,-0.66,28.14,-0.18,-0.18,7007.14,0.27,0.28,11.04,-0.33,0.07,10.25,0.56,0.69,11.0
USC,1971,1,-0.11,-0.01,0.37,1.07,38.17,-0.28,-0.36,28.5,-0.07,-0.07,7014.5,0.23,0.47,11.78,-0.29,-0.6,8.56,-0.15,0.18,10.19
ALA,1971,2,0.06,0.09,0.17,0.69,38.03,-0.35,-0.42,18.08,0.76,0.76,7056.87,0.2,1.43,20.77,-0.06,-1.24,2.36,0.03,2.01,15.6
CAR,1971,2,-0.32,-0.19,,,,-0.2,-0.83,9.34,,,,0.13,-0.41,8.47,-0.21,-0.01,10.35,-0.73,-0.36,9.12
CEA,1971,2,-0.04,-0.29,0.23,-0.16,16.47,-0.13,-0.68,39.25,-0.19,-0.19,7031.74,-0.05,0.31,10.73,-0.26,-1.53,4.01,0.05,0.51,11.23
CWP,1971,2,0.16,0.14,0.83,0.11,45.97,-0.39,0.16,31.71,0.12,0.12,7008.4,-0.04,0.86,12.5,0.0,-0.99,5.46,0.33,2.02,14.56
MID,1971,2,0.05,-0.77,0.22,-0.72,21.9,-0.03,-2.13,30.1,,,,0.2,0.32,11.05,-0.37,-1.2,4.99,0.64,0.52,11.42
NEA,1971,2,-0.09,0.84,0.15,1.79,18.28,-0.08,0.85,49.43,-0.11,-0.11,7005.0,-0.2,-1.23,4.37,0.17,-0.09,9.74,-0.87,-0.04,9.92
NEF,1971,2,0.04,-0.12,0.3,-0.73,16.39,0.19,-0.31,31.38,0.09,0.09,7347.73,-0.06,-0.46,8.67,-0.16,-1.11,5.47,-0.25,0.24,10.51
NPL,1971,2,-0.04,-0.29,-0.17,-0.96,27.73,0.05,-1.4,14.7,0.93,0.93,7273.33,0.18,-0.8,6.46,-0.34,-0.57,7.19,-0.51,-0.58,8.67
NWP,1971,2,-0.14,0.08,0.25,1.19,26.52,-0.34,-0.42,31.2,0.2,0.2,7010.63,0.16,0.88,14.02,-0.24,-1.17,5.21,-0.56,1.19,12.5
SEA,1971,2,-0.22,-0.67,0.08,0.12,22.5,-0.16,-0.51,57.83,-0.7,-0.7,6964.17,0.38,1.68,14.64,-0.43,-1.63,4.3,0.27,0.62,11.81
SPL,1971,2,-0.16,-0.33,0.17,1.27,43.96,-0.3,-1.65,29.03,-0.63,-0.63,6973.45,0.23,-0.13,9.6,-0.32,-0.97,6.86,0.34,0.16,10.38
SWP,1971,2,0.04,-0.45,0.29,1.14,78.29,-0.06,-0.73,16.77,-0.23,-0.23,6935.81,0.05,0.9,13.06,-0.2,-0.86,5.95,0.5,-0.13,9.43
CAN,1971,2,-0.15,-0.17,0.07,-0.44,23.48,-0.1,-0.87,25.95,0.29,0.29,7132.04,0.07,-0.33,8.92,-0.23,-0.89,6.85,-0.87,-0.08,9.89
USA,1971,2,-0.02,-0.49,0.47,1.14,42.78,-0.32,-1.66,30.5,-0.17,-0.17,7003.22,0.28,1.34,13.07,-0.41,-1.91,5.16,0.62,0.97,11.76
USC,1971,2,-0.09,-0.27,0.44,0.96,37.93,-0.31,-1.65,29.28,-0.02,-0.02,7030.34,0.19,0.48,11.25,-0.35,-1.57,5.84,-0.12,0.77,10.83
ALA,1971,3,0.08,0.31,0.25,0.28,36.29,-0.3,0.9,38.74,0.74,0.74,7050.96,0.21,0.78,12.14,-0.01,0.42,11.24,0.03,0.45,11.16
CAR,1971,3,-0.29,-0.35,,,,-0.22,-1.18,13.97,,,,0.08,-0.75,7.73,-0.16,1.17,14.14,-0.71,-2.14,6.76
CEA,1971,3,-0.02,-0.11,0.21,-0.35,16.14,-0.02,0.53,55.47,-0.14,-0.14,7049.49,-0.04,-0.17,9.35,-0.31,-0.64,7.02,0.09,-0.17,9.65
CWP,1971,3,0.18,-0.03,0.83,-0.1,44.45,-0.35,-0.11,17.23,0.19,0.19,6968.93,-0.06,-0.15,9.06,0.08,0.44,11.36,0.27,-1.53,4.98
MID,1971,3,0.02,-0.82,0.21,-0.81,21.65,-0.07,-1.57,44.45,,,,0.24,0.57,11.24,-0.4,-0.18,8.73,0.62,-0.96,7.35
NEA,1971,3,-0.06,0.16,0.21,0.96,16.89,0.01,0.03,48.44,-0.1,-0.1,6951.67,-0.18,-0.23,9.29,0.19,-0.64,7.47,-0.83,0.6,11.18
NEF,1971,3,0.02,-0.69,0.27,-1.09,15.79,0.16,-1.55,40.23,0.1,0.1,6769.6,0.02,0.54,11.53,-0.19,-0.54,7.89,-0.21,0.29,10.51
NPL,1971,3,-0.03,0.01,-0.22,-0.72,28.6,0.0,-0.26,34.17,0.93,0.93,7353.33,0.17,0.13,10.37,-0.3,0.23,11.09,-0.41,0.1,10.21
NWP,1971,3,-0.09,0.35,0.35,1.35,26.9,-0.34,-0.22,34.51,0.24,0.24,7060.26,0.11,-0.07,9.4,-0.15,0.98,13.28,-0.54,-1.0,7.77
SEA,1971,3,-0.22,-0.45,0.06,-0.42,21.4,-0.09,0.63,70.88,-0.7,-0.7,7020.12,0.32,-0.41,8.25,-0.46,-0.88,4.38,0.19,-1.32,6.52
SPL,1971,3,-0.16,-0.24,0.27,1.8,45.64,-0.25,1.04,46.42,-0.65,-0.65,6921.22,0.28,0.93,11.92,-0.33,-0.31,8.32,0.29,-1.49,6.26
SWP,1971,3,0.03,-0.17,0.34,0.92,76.63,-0.09,-0.64,17.3,-0.24,-0.24,7043.05,0.06,-0.69,7.78,-0.21,-0.42,8.1,0.44,-1.33,4.47
CAN,1971,3,-0.14,-0.4,0.06,-0.33,23.65,-0.14,-0.85,36.74,0.32,0.32,6980.96,0.08,0.23,10.35,-0.19,0.14,10.47,-0.79,-1.05,8.83
USA,1971,3,0.0,-0.3,0.54,1.0,42.4,-0.25,0.32,41.17,-0.15,-0.15,7029.36,0.3,0.43,10.19,-0.42,-0.4,8.36,0.55,-1.83,6.98
USC,1971,3,-0.07,-0.35,0.5,0.85,37.69,-0.24,0.01,40.06,0.01,0.01,7019.17,0.21,0.39,10.26,-0.34,-0.23,9.17,-0.14,-1.98,7.9
ALA,1971,4,0.07,-0.37,0.31,-0.12,34.55,-0.26,0.29,35.15,0.69,0.69,7125.55,0.22,-0.05,9.66,-0.05,-1.06,4.34,-0.07,-1.22,7.72
CAR,1971,4,-0.31,-0.32,,,,-0.28,0.01,18.24,,,,0.03,-0.71,7.18,-0.23,-1.18,6.34,-0.73,-0.8,8.09
CEA,1971,4,0.01,0.43,0.19,-0.53,15.8,0.0,0.66,54.91,0.01,0.01,7114.17,-0.08,-1.03,6.31,-0.21,1.62,17.04,-0.03,-1.78,3.87
CWP,1971,4,0.15,-0.42,0.8,-0.31,42.92,-0.31,0.4,36.75,0.17,0.17,6981.93,0.05,1.53,18.07,-0.03,-1.23,5.19,0.32,0.84,12.56
MID,1971,4,0.03,0.3,0.18,-0.91,21.4,-0.03,-0.04,43.61,,,,0.18,-1.12,5.68,-0.25,2.36,18.85,0.46,-1.03,6.6
NEA,1971,4,-0.03,0.32,0.27,0.13,15.5,0.01,-0.05,46.78,-0.02,-0.02,7005.0,-0.16,-0.41,8.13,0.19,0.77,13.31,-0.79,0.66,11.73
NEF,1971,4,0.01,-0.17,0.22,-1.45,15.2,0.15,-0.01,39.47,0.12,0.12,6768.8,-0.02,-1.12,5.73,-0.11,1.51,15.87,-0.36,-1.51,7.05
NPL,1971,4,-0.01,0.01,-0.23,-0.48,29.47,0.03,0.08,19.63,0.94,0.94,7360.0,0.15,-0.12,9.58,-0.32,-0.71,7.48,-0.33,0.56,11.48
NWP,1971,4,-0.1,-0.41,0.46,1.52,27.28,-0.39,-0.94,46.85,0.23,0.23,7019.15,0.14,0.57,12.85,-0.19,-1.25,4.98,-0.6,-0.78,8.14
SEA,1971,4,-0.19,0.01,0.03,-0.96,20.31,-0.09,-0.76,51.93,-0.57,-0.57,7169.5,0.27,-1.09,5.73,-0.37,0.88,13.21,0.13,-1.38,6.6
SPL,1971,4,-0.08,0.87,0.4,2.33,47.32,-0.1,1.31,45.19,-0.52,-0.52,7207.11,0.29,-0.07,9.89,-0.35,-0.36,8.91,0.35,1.01,12.34
SWP,1971,4,0.01,-0.37,0.35,0.71,74.97,-0.06,-0.25,21.76,-0.25,-0.25,7054.65,0.18,1.97,17.45,-0.27,-0.57,8.28,0.48,0.51,12.14
CAN,1971,4,-0.14,-0.31,0.1,-0.21,23.83,-0.15,-0.46,35.2,0.33,0.33,6961.33,0.07,-0.43,8.58,-0.18,-0.16,9.83,-0.83,-0.8,8.75
USA,1971,4,0.03,0.35,0.59,0.86,42.02,-0.14,0.48,40.01,-0.02,-0.02,7113.56,0.33,0.26,10.58,-0.4,0.21,10.24,0.51,-0.35,9.41
USC,1971,4,-0.04,0.18,0.55,0.75,37.45,-0.15,0.34,38.6,0.11,0.11,7081.51,0.22,-0.1,9.72,-0.33,0.02,10.06,-0.19,-0.75,9.08
ALA,1972,1,0.08,-0.25,0.35,-0.29,33.8,-0.17,0.14,21.49,0.57,0.57,7030.81,0.27,0.65,14.32,-0.04,-0.96,4.5,0.06,1.52,13.63
CAR,1972,1,-0.34,-1.19,,,,-0.29,-0.66,8.02,,,,0.17,2.54,23.21,-0.26,-1.65,2.88,-0.65,0.1,10.29
CEA,1972,1,0.01,0.09,0.15,-0.76,15.38,0.02,-0.33,35.95,0.05,0.05,6962.5,-0.1,-0.43,8.5,-0.19,1.17,14.58,-0.03,-0.12,9.68
CWP,1972,1,0.11,0.02,0.75,-0.44,41.97,-0.29,0.31,50.93,0.17,0.17,7119.13,0.15,0.67,13.61,-0.1,-0.86,6.21,0.3,1.67,15.96
MID,1972,1,0.0,-0.2,0.13,-1.02,21.11,-0.06,0.22,26.1,,,,0.17,-0.35,8.41,-0.26,0.04,10.26,0.37,-0.59,8.53
NEA,1972,1,-0.04,-0.78,0.31,-0.54,14.38,-0.03,-1.16,34.15,-0.01,-0.01,6981.67,-0.06,1.89,17.77,0.18,-0.4,8.79,-0.74,0.2,10.55
NEF,1972,1,-0.01,-0.3,0.17,-1.6,14.95,0.1,0.56,27.75,0.03,0.03,6700.6,0.0,0.55,12.4,-0.11,-0.42,8.93,-0.26,1.55,12.63
NPL,1972,1,-0.01,-0.14,-0.22,-0.4,29.76,0.08,1.06,14.12,0.94,0.94,7353.33,0.25,1.66,18.92,-0.37,-1.43,2.69,-0.25,0.67,11.98
NWP,1972,1,-0.11,-0.18,0.58,1.44,27.11,-0.39,-0.24,43.66,0.18,0.18,7059.52,0.28,2.03,22.89,-0.25,-1.53,2.34,-0.51,1.74,13.64
SEA,1972,1,-0.14,0.72,0.0,-1.34,19.56,-0.01,0.82,65.09,-0.5,-0.5,7004.42,0.23,-1.11,5.2,-0.26,2.21,20.04,0.14,0.71,11.39
SPL,1972,1,-0.05,0.67,0.53,2.48,47.8,0.0,0.02,19.65,-0.41,-0.41,7042.89,0.31,-0.07,9.79,-0.36,0.23,10.8,0.27,0.23,10.45
SWP,1972,1,-0.03,-0.39,0.36,0.81,75.74,-0.15,-1.03,19.24,-0.28,-0.28,7007.75,0.24,0.41,11.49,-0.28,-0.26,8.85,0.43,-0.56,7.89
CAN,1972,1,-0.15,-0.62,0.14,-0.27,23.75,-0.16,0.16,27.43,0.25,0.25,6960.85,0.19,2.03,18.12,-0.23,-1.54,5.06,-0.73,0.91,11.64
USA,1972,1,0.03,0.23,0.62,0.85,42.0,-0.12,-0.09,30.22,-0.01,-0.01,7004.94,0.37,0.01,10.17,-0.38,0.2,10.58,0.46,0.54,10.78
USC,1972,1,-0.04,-0.05,0.59,0.73,37.41,-0.13,-0.03,29.3,0.09,0.09,6995.66,0.3,1.07,13.77,-0.34,-0.77,8.09,-0.12,1.21,11.21
ALA,1972,2,0.05,-0.91,0.41,-0.01,35.01,-0.26,-1.09,15.82,0.62,0.62,7009.08,0.4,2.28,27.15,-0.09,-1.34,1.71,0.0,-0.71,8.05
CAR,1972,2,-0.32,-0.15,,,,-0.23,1.02,14.91,,,,0.15,1.1,15.22,-0.26,-0.7,7.53,-0.62,0.16,10.41
CEA,1972,2,0.02,-0.55,0.09,-1.1,14.77,0.02,0.11,45.13,0.1,0.1,7063.0,-0.21,1.11,13.0,-0.21,-1.19,5.34,-0.11,-1.17,7.23
CWP,1972,2,0.15,0.35,0.67,-0.41,42.16,-0.24,0.46,33.89,0.2,0.2,7048.73,0.08,0.13,9.97,0.0,0.99,14.2,0.33,0.01,10.04
MID,1972,2,-0.03,-0.77,0.07,-1.17,20.74,-0.06,-0.73,38.47,,,,0.1,-0.06,9.78,-0.3,-0.51,7.93,0.23,-1.52,5.87
NEA,1972,2,-0.01,-0.54,0.33,-0.9,13.79,0.02,0.79,48.99,0.02,0.02,6948.33,-0.07,2.47,21.28,0.21,-1.06,5.24,-0.67,0.23,10.5
NEF,1972,2,-0.01,-1.0,0.11,-1.34,15.38,0.12,-0.8,29.34,0.1,0.1,7345.93,-0.08,1.39,14.25,-0.1,-0.95,6.13,-0.34,-2.24,5.4
NPL,1972,2,0.03,0.14,-0.23,-0.64,28.9,0.1,0.11,18.63,0.92,0.92,7203.33,0.12,-0.18,9.41,-0.3,0.14,10.99,-0.17,0.5,11.17
NWP,1972,2,-0.06,0.34,0.65,0.91,25.85,-0.26,1.45,38.11,0.25,0.25,7058.78,0.31,2.09,19.81,-0.2,-0.31,8.76,-0.47,0.49,11.04
SEA,1972,2,-0.17,-0.32,-0.06,-1.37,19.49,-0.01,-0.95,53.17,-0.43,-0.43,7046.96,0.19,-0.62,8.1,-0.39,-0.42,8.15,0.05,-0.53,8.5
SPL,1972,2,-0.03,0.53,0.59,1.88,45.88,0.01,-0.68,32.85,-0.35,-0.35,7100.56,0.21,-1.06,6.69,-0.38,1.13,13.38,0.14,-0.94,7.92
SWP,1972,2,-0.02,0.23,0.41,1.53,81.4,-0.25,-1.92,9.63,-0.29,-0.29,6977.63,0.13,-0.92,6.31,-0.21,1.73,17.5,0.32,-0.85,6.13
CAN,1972,2,-0.1,-0.24,0.14,-0.64,23.18,-0.07,0.38,28.57,0.33,0.33,7150.65,0.12,1.33,14.78,-0.19,-0.56,8.1,-0.7,-0.46,9.34
USA,1972,2,0.02,-0.13,0.65,1.1,42.68,-0.15,-1.54,30.89,0.06,0.06,7040.74,0.33,0.4,10.83,-0.4,0.33,10.62,0.31,-1.35,7.59
USC,1972,2,-0.03,-0.3,0.61,0.89,37.78,-0.14,-1.27,30.32,0.17,0.17,7063.88,0.24,0.97,12.55,-0.33,-0.2,9.46,-0.24,-1.48,8.45
ALA,1972,3,0.01,-0.08,0.46,0.27,36.22,-0.46,-1.04,26.42,0.61,0.61,7046.36,0.39,-0.75,6.46,-0.09,0.45,11.34,-0.07,-1.43,6.38
CAR,1972,3,-0.32,-0.59,,,,-0.24,-0.74,18.39,,,,0.15,0.49,11.38,-0.24,-0.12,9.83,-0.65,-1.01,8.48
CEA,1972,3,0.03,0.11,0.02,-1.43,14.17,0.11,1.89,66.31,0.18,0.18,7090.57,-0.08,1.37,13.36,-0.21,-0.54,7.41,-0.02,0.96,12.22
CWP,1972,3,0.14,0.26,0.58,-0.39,42.34,-0.18,-0.35,16.11,0.27,0.27,6991.93,0.15,-0.85,7.05,-0.05,0.2,10.42,0.36,-0.42,8.64
MID,1972,3,-0.05,-0.94,-0.01,-1.31,20.36,-0.02,0.51,56.85,,,,0.12,2.49,16.19,-0.26,-0.28,8.21,0.17,-1.15,6.81
NEA,1972,3,-0.01,-0.45,0.32,-1.25,13.19,0.05,-0.08,47.54,0.11,0.11,6975.0,0.09,1.17,13.42,0.09,-0.61,7.62,-0.54,0.03,10.07
NEF,1972,3,0.01,0.18,0.05,-1.08,15.81,0.23,2.43,53.12,0.23,0.23,7218.33,0.04,1.87,15.51,-0.12,-0.68,7.32,-0.29,0.11,10.21
NPL,1972,3,0.04,-0.3,-0.27,-0.88,28.04,0.16,-1.11,29.69,0.93,0.93,7363.33,0.15,1.12,13.65,-0.31,-0.04,9.98,-0.15,0.46,10.95
NWP,1972,3,-0.03,0.61,0.67,0.37,24.58,-0.12,1.29,41.67,0.36,0.36,7122.3,0.37,-0.09,9.36,-0.27,-0.2,9.39,-0.44,-0.22,9.52
SEA,1972,3,-0.15,0.2,-0.13,-1.4,19.43,-0.05,1.2,75.04,-0.4,-0.4,7083.0,0.13,1.2,13.45,-0.37,-0.81,4.76,0.18,2.81,17.46
SPL,1972,3,-0.02,-0.06,0.58,1.27,43.96,0.03,-0.06,41.67,-0.29,-0.29,7105.11,0.2,1.2,12.55,-0.37,-0.77,6.74,0.12,-0.78,8.04
SWP,1972,3,0.0,0.45,0.51,2.25,87.05,-0.32,-0.2,18.61,-0.27,-0.27,7081.06,0.1,-0.46,8.33,-0.18,-0.03,9.29,0.33,-0.75,6.92
CAN,1972,3,-0.08,0.01,0.1,-1.02,22.6,0.09,0.64,40.71,0.47,0.47,7158.17,0.23,1.49,13.09,-0.23,-0.5,8.77,-0.66,-0.34,9.63
USA,1972,3,0.04,0.31,0.67,1.36,43.36,-0.17,0.78,42.3,0.13,0.13,7073.54,0.32,1.05,11.09,-0.38,-0.49,8.14,0.33,-0.41,9.35
USC,1972,3,0.0,0.33,0.63,1.06,38.14,-0.1,1.06,41.88,0.29,0.29,7091.35,0.3,1.47,11.85,-0.33,-0.57,8.39,-0.2,-0.5,9.49
ALA,1972,4,-0.01,-0.17,0.52,0.55,37.44,-0.42,0.12,34.31,0.53,0.53,7106.36,0.47,0.66,12.95,-0.14,-0.23,8.64,-0.08,-0.42,9.23
CAR,1972,4,-0.38,-1.09,,,,-0.23,-0.23,16.69,,,,0.28,1.9,18.33,-0.37,-1.97,3.68,-0.65,-0.24,9.43
CEA,1972,4,0.03,-0.4,-0.06,-1.76,13.57,0.13,-0.16,47.68,0.32,0.32,7111.81,-0.11,0.97,13.05,-0.23,-1.18,5.02,-0.06,0.14,10.49
CWP,1972,4,0.08,-0.58,0.47,-0.36,42.53,-0.17,-0.82,25.94,0.28,0.28,7018.2,0.22,0.42,12.07,-0.18,-1.41,4.51,0.3,-0.59,8.24
MID,1972,4,-0.07,-0.66,-0.1,-1.46,19.99,0.03,0.76,50.51,,,,0.08,0.2,10.66,-0.27,-1.29,5.29,0.06,-1.1,6.37
NEA,1972,4,-0.04,-0.6,0.28,-1.61,12.6,0.0,-0.14,46.2,0.14,0.14,6995.0,0.18,1.73,18.21,-0.04,-1.16,5.52,-0.41,1.25,13.29
NEF,1972,4,-0.02,-0.36,-0.02,-0.82,16.24,0.19,-0.53,37.06,0.31,0.31,7060.87,0.08,1.19,14.45,-0.2,-1.81,3.63,-0.3,0.15,10.31
NPL,1972,4,-0.03,-0.55,-0.33,-1.12,27.18,0.16,-0.08,18.98,0.88,0.88,7306.67,0.28,1.36,17.53,-0.46,-1.8,3.27,-0.15,0.98,12.55
NWP,1972,4,-0.06,-0.28,0.64,-0.17,23.32,-0.13,-0.4,49.29,0.33,0.33,7035.07,0.5,1.29,16.53,-0.36,-1.02,5.89,-0.35,1.29,13.09
SEA,1972,4,-0.11,-0.01,-0.23,-1.44,19.36,0.03,0.25,61.17,-0.3,-0.3,7162.95,0.03,-0.11,9.4,-0.31,-0.3,8.34,0.18,0.31,10.78
SPL,1972,4,-0.04,-0.22,0.51,0.67,42.03,0.01,0.06,36.09,-0.23,-0.23,7199.56,0.22,0.46,11.79,-0.4,-1.38,6.15,0.06,-0.93,7.85
SWP,1972,4,0.01,0.5,0.65,2.97,92.7,-0.2,1.56,32.43,-0.22,-0.22,7123.81,0.18,0.42,11.45,-0.28,-1.45,5.91,0.3,-0.58,7.62
CAN,1972,4,-0.14,-0.71,0.01,-1.4,22.03,0.04,-0.69,34.67,0.51,0.51,7057.6,0.36,1.83,16.41,-0.4,-2.4,4.13,-0.63,0.6,10.97
USA,1972,4,0.05,0.06,0.69,1.61,44.04,-0.1,0.64,40.68,0.24,0.24,7120.26,0.35,0.62,11.51,-0.45,-1.85,6.47,0.26,-0.85,8.55
USC,1972,4,-0.02,-0.11,0.63,1.22,38.51,-0.04,0.4,38.8,0.39,0.39,7107.07,0.39,1.35,13.62,-0.47,-2.43,5.46,-0.23,-0.21,9.75
ALA,1973,1,-0.02,0.07,0.58,0.7,38.1,-0.51,-0.19,20.29,0.51,0.51,7115.77,0.49,0.67,14.48,-0.2,-0.43,7.74,0.0,1.17,12.81
CAR,1973,1,-0.4,-0.22,,,,-0.22,0.41,11.3,,,,0.32,0.35,12.16,-0.43,-0.54,8.15,-0.65,-0.41,8.78
CEA,1973,1,0.07,0.38,-0.16,-1.85,13.4,0.21,1.02,44.51,0.42,0.42,7034.28,-0.18,-0.47,8.32,-0.16,0.93,13.63,-0.06,-0.04,9.9
CWP,1973,1,0.03,-0.37,0.36,-0.28,43.14,-0.21,-0.93,37.7,0.3,0.3,7150.07,0.31,1.45,17.98,-0.23,-0.09,9.5,0.31,0.03,10.06
MID,1973,1,-0.09,-0.16,-0.2,-1.55,19.75,0.06,0.6,28.52,,,,0.08,-0.03,10.04,-0.24,0.67,12.67,0.03,-0.57,8.57
NEA,1973,1,-0.03,-0.24,0.23,-1.77,12.32,-0.01,0.6,45.08,0.19,0.19,7051.67,0.23,1.53,16.37,-0.05,-0.73,7.69,-0.32,1.03,12.81
NEF,1973,1,-0.03,0.12,-0.08,-0.64,16.54,0.19,0.54,27.68,0.36,0.36,7076.8,0.08,0.57,12.44,-0.19,0.28,11.02,-0.4,-1.03,8.2
NPL,1973,1,-0.07,-0.41,-0.39,-1.11,27.19,0.17,0.51,13.12,0.81,0.81,7166.67,0.33,0.71,13.94,-0.48,0.12,10.99,-0.18,-0.92,7.39
NWP,1973,1,-0.09,-0.15,0.59,-0.5,22.56,-0.16,0.26,46.53,0.34,0.34,7129.7,0.54,0.56,13.77,-0.42,-0.52,7.59,-0.34,-0.16,9.66
SEA,1973,1,-0.09,0.27,-0.33,-1.41,19.41,0.07,0.3,59.81,-0.22,-0.22,7048.64,-0.01,-0.43,8.31,-0.29,0.0,9.93,0.25,0.66,11.29
SPL,1973,1,-0.07,-0.18,0.41,0.07,40.14,-0.04,-0.17,18.88,-0.19,-0.19,7027.0,0.29,1.03,14.67,-0.39,-0.42,8.78,0.05,-0.36,9.32
SWP,1973,1,0.02,0.32,0.8,3.21,94.59,-0.19,0.29,31.4,-0.17,-0.17,7100.98,0.26,1.52,15.93,-0.32,-1.2,4.76,0.22,0.08,10.31
CAN,1973,1,-0.17,-0.17,-0.09,-1.49,21.89,0.02,0.54,28.31,0.53,0.53,7110.6,0.41,0.78,13.33,-0.44,-0.19,9.7,-0.66,-0.65,8.83
USA,1973,1,0.05,0.37,0.71,1.59,43.99,-0.1,0.25,31.45,0.32,0.32,7067.79,0.4,0.97,13.26,-0.46,-0.47,8.85,0.25,0.26,10.39
USC,1973,1,-0.03,0.26,0.63,1.19,38.43,-0.05,0.41,30.41,0.45,0.45,7076.81,0.44,0.94,13.32,-0.5,-0.36,9.22,-0.26,-0.4,9.61
ALA,1973,2,-0.02,-0.01,0.62,0.6,37.65,-0.54,-0.53,17.73,0.48,0.48,7034.82,0.49,-0.34,7.38,-0.21,-0.48,6.87,0.02,-0.48,8.69
CAR,1973,2,-0.4,0.4,,,,-0.23,0.25,12.58,,,,0.32,-0.95,6.03,-0.45,0.23,11.33,-0.61,0.15,10.39
CEA,1973,2,0.09,0.64,-0.25,-1.46,14.11,0.24,1.38,54.54,0.54,0.54,7080.78,-0.16,-0.65,8.02,-0.12,0.97,13.77,-0.03,0.77,11.86
CWP,1973,2,0.0,-0.59,0.29,-0.08,44.59,-0.22,-1.27,21.47,0.25,0.25,6909.2,0.28,-0.81,6.68,-0.24,-0.25,8.72,0.19,-1.19,7.34
MID,1973,2,-0.09,0.54,-0.31,-1.53,19.79,0.16,2.2,55.94,,,,0.06,-0.5,8.29,-0.26,-0.01,10.05,0.03,1.56,14.26
NEA,1973,2,-0.02,-0.19,0.17,-1.55,12.69,0.1,1.02,50.88,0.23,0.23,6928.33,0.24,-0.71,6.75,-0.06,0.3,11.52,-0.3,-1.39,7.11
NEF,1973,2,0.01,1.06,-0.13,-0.61,16.58,0.27,1.38,38.52,0.48,0.48,7614.27,0.08,-1.07,6.82,-0.19,0.76,13.51,-0.28,1.67,13.46
