Region,Year,Month,ACI_Combined_Monthly_Smoothed,ACI_Combined_Monthly_Unsmoothed,CDD_Monthly_Smoothed,CDD_Monthly_Unsmoothed,CDD_Monthly_Unsmoothed_Unstandardized,Rx5Day_Monthly_Smoothed,Rx5Day_Monthly_Unsmoothed,Rx5Day_Monthly_Unsmoothed_Unstandardized,Sea_Level_Monthly_Smoothed,Sea_Level_Monthly_Unsmoothed,Sea_Level_Monthly_Unsmoothed_Unstandardized,T10_Monthly_Smoothed,T10_Monthly_Unsmoothed,T10_Monthly_Unsmoothed_Unstandardized,T90_Monthly_Smoothed,T90_Monthly_Unsmoothed,T90_Monthly_Unsmoothed_Unstandardized,WP90_Monthly_Smoothed,WP90_Monthly_Unsmoothed,WP90_Monthly_Unsmoothed_Unstandardized
SPL,1963.0,10.0,-0.18,0.45,0.13,0.99,43.06,-0.19,-1.29,18.2,-1.27,-1.25,7072.0,-0.11,-1.63,1.17,0.06,4.27,30.64,0.05,-1.68,4.16
SWP,1963.0,10.0,0.03,0.35,0.68,0.22,71.03,-0.42,-0.14,20.74,-0.26,-0.03,7076.38,-0.14,-1.34,1.61,0.18,1.75,17.64,-0.12,-1.05,4.36
CAN,1963.0,10.0,0.07,0.6,0.61,0.26,24.54,-0.03,-1.61,29.34,-0.33,0.12,6990.2,-0.1,-1.65,2.76,-0.03,4.06,26.47,0.1,-0.89,8.15
USA,1963.0,10.0,-0.06,0.69,0.51,0.84,41.97,-0.29,-1.33,26.44,-0.6,-0.3,7083.88,-0.09,-2.01,2.28,0.01,4.11,23.82,-0.07,-1.21,7.06
USC,1963.0,10.0,-0.03,0.65,0.57,0.81,37.59,-0.29,-1.54,27.36,-0.55,-0.22,7064.16,-0.1,-1.95,2.5,-0.01,4.25,25.01,0.0,-1.38,7.6
ALA,1963.0,11.0,0.13,-0.89,-0.37,-0.65,32.26,0.28,-1.58,12.65,1.03,1.2,7282.0,0.12,2.13,30.63,-0.29,-1.06,0.69,0.23,-1.12,6.63
CAR,1963.0,11.0,-0.02,-0.74,,,,0.32,-1.14,8.05,,,,0.08,0.72,15.81,-0.23,0.04,10.78,-0.08,-1.13,6.21
CEA,1963.0,11.0,-0.24,1.38,-0.01,3.34,22.86,-0.21,2.36,73.57,-0.8,-0.21,7024.05,0.05,-1.27,2.67,-0.01,1.16,17.38,-0.37,0.34,11.67
CWP,1963.0,11.0,0.02,0.09,0.22,-0.54,41.17,-0.21,0.06,46.84,-0.06,0.5,7126.53,-0.09,-0.67,3.25,0.12,-0.02,9.66,-0.05,-0.12,9.43
MID,1963.0,11.0,0.04,0.69,0.51,1.3,27.13,-0.21,-0.32,32.73,,,,-0.06,-1.18,2.7,-0.02,0.59,13.41,-0.12,0.71,13.06
NEA,1963.0,11.0,-0.03,0.64,0.85,-0.42,14.58,0.06,2.65,72.9,-0.98,-0.37,7015.0,-0.13,-1.23,1.06,0.06,0.53,14.14,-0.27,0.22,11.01
NEF,1963.0,11.0,0.02,0.79,1.1,1.53,20.11,-0.34,0.76,39.03,-0.53,0.35,6969.0,-0.1,-1.37,1.77,0.0,1.33,17.26,-0.19,-0.6,8.39
NPL,1963.0,11.0,0.22,0.15,0.03,0.39,32.62,-0.15,-0.71,10.11,1.09,1.52,7560.0,-0.08,-0.4,6.22,0.03,0.15,11.06,0.26,-0.85,6.85
NWP,1963.0,11.0,0.19,-0.24,0.33,-0.92,21.54,0.4,0.33,56.03,-0.11,0.68,7153.7,-0.03,0.53,15.69,-0.03,-0.64,6.03,0.52,-0.34,8.93
SEA,1963.0,11.0,-0.15,0.58,0.01,3.28,28.9,-0.02,0.44,61.71,-0.88,-1.16,7008.08,0.0,-0.21,8.53,-0.02,-0.34,7.83,0.01,1.04,13.38
SPL,1963.0,11.0,-0.19,0.04,0.14,1.05,43.26,-0.2,-0.54,22.74,-1.28,-0.97,7013.0,-0.13,-1.3,2.66,0.06,0.23,10.84,0.01,-0.84,7.16
SWP,1963.0,11.0,0.04,0.05,0.7,0.15,70.53,-0.4,-0.23,23.91,-0.26,0.24,7079.88,-0.16,-1.15,3.93,0.17,-0.47,7.86,-0.13,-0.52,7.05
CAN,1963.0,11.0,0.07,0.31,0.58,0.41,24.76,-0.03,1.04,37.48,-0.3,0.78,7112.71,-0.1,-0.35,7.82,-0.01,0.52,12.29,0.09,-1.26,7.62
USA,1963.0,11.0,-0.05,0.09,0.53,0.9,42.13,-0.28,-0.16,33.78,-0.59,-0.01,7074.71,-0.1,-0.52,7.87,0.0,-0.38,9.0,-0.08,-0.3,9.27
USC,1963.0,11.0,-0.03,0.15,0.58,0.89,37.76,-0.28,0.1,34.88,-0.54,0.33,7082.71,-0.11,-0.46,7.85,-0.01,0.13,10.47,-0.01,-0.98,8.45
ALA,1963.0,12.0,0.14,0.77,-0.36,-0.55,32.69,0.3,0.92,31.14,1.03,1.14,7266.56,0.12,-0.92,0.65,-0.27,0.8,17.23,0.23,1.38,14.0
CAR,1963.0,12.0,-0.01,0.64,,,,0.31,0.58,13.5,,,,0.08,-0.85,4.32,-0.19,1.18,17.91,-0.08,-0.05,9.82
CEA,1963.0,12.0,-0.22,-0.13,0.07,3.69,23.5,-0.2,0.16,43.85,-0.81,-1.66,6877.23,0.04,1.42,24.35,-0.01,-1.27,0.76,-0.36,-0.27,9.03
CWP,1963.0,12.0,0.01,-0.66,0.21,-0.58,40.92,-0.22,-1.3,26.92,-0.06,-0.39,7085.07,-0.08,-0.1,9.35,0.08,-0.43,7.42,-0.05,-1.33,2.96
MID,1963.0,12.0,0.05,-0.58,0.51,1.43,27.47,-0.2,-1.33,14.82,,,,-0.05,1.67,26.7,-0.03,-0.86,4.73,-0.1,-0.48,8.05
NEA,1963.0,12.0,-0.01,-0.24,0.87,-0.62,14.23,0.08,0.45,48.95,-0.98,-0.67,6995.0,-0.15,0.74,16.98,0.06,-1.29,2.56,-0.25,1.44,15.24
NEF,1963.0,12.0,0.03,-0.17,1.08,1.62,20.27,-0.33,-0.28,28.48,-0.52,-1.49,6685.8,-0.11,1.07,19.58,0.0,-1.11,4.31,-0.15,1.33,14.02
NPL,1963.0,12.0,0.22,0.27,0.03,0.53,33.12,-0.17,-0.89,10.82,1.08,1.74,7480.0,-0.08,0.06,11.17,0.05,0.66,14.4,0.25,-0.36,8.43
NWP,1963.0,12.0,0.19,0.58,0.28,-0.9,21.6,0.41,1.2,61.28,-0.11,0.22,7128.94,-0.03,-0.73,4.41,-0.02,1.12,17.05,0.54,1.1,13.69
SEA,1963.0,12.0,-0.15,-0.41,0.07,3.61,29.57,-0.01,-0.1,57.5,-0.91,-2.22,6873.62,0.02,2.17,26.83,-0.02,-1.2,0.69,0.02,-0.38,8.55
SPL,1963.0,12.0,-0.19,-0.63,0.15,1.11,43.46,-0.19,-0.77,15.36,-1.29,-2.12,6815.33,-0.12,0.94,18.25,0.06,-0.85,6.47,0.02,-0.2,9.4
SWP,1963.0,12.0,0.03,-0.6,0.72,0.09,70.03,-0.41,-1.87,5.54,-0.27,0.1,7065.5,-0.14,0.08,10.51,0.13,-0.65,6.3,-0.13,-1.21,2.69
CAN,1963.0,12.0,0.08,0.23,0.55,0.56,24.99,-0.02,0.6,32.31,-0.3,-0.55,7004.03,-0.11,0.19,11.8,0.01,0.29,11.52,0.11,0.7,11.69
USA,1963.0,12.0,-0.06,-0.79,0.55,0.96,42.29,-0.27,-1.38,23.74,-0.61,-1.41,6974.17,-0.08,1.07,16.17,-0.02,-1.09,6.73,-0.08,-0.75,8.04
USC,1963.0,12.0,-0.02,-0.47,0.6,0.97,37.94,-0.27,-1.26,26.52,-0.55,-1.25,6980.46,-0.1,0.67,14.19,-0.01,-0.49,8.89,0.0,-0.1,9.85
ALA,1964.0,1.0,0.13,-0.28,-0.37,-0.66,32.21,0.32,-1.16,14.58,1.03,1.67,7264.39,0.12,-0.62,3.76,-0.27,-0.83,0.87,0.2,-1.34,5.36
CAR,1964.0,1.0,-0.03,-0.51,,,,0.29,-0.29,9.29,,,,0.07,-0.46,6.87,-0.2,-0.55,5.87,-0.14,-1.65,3.39
CEA,1964.0,1.0,-0.21,0.93,0.15,3.55,23.24,-0.2,0.46,42.19,-0.8,-0.42,6918.77,0.03,-0.77,4.73,0.0,0.59,13.94,-0.38,0.62,12.68
CWP,1964.0,1.0,0.0,0.04,0.19,-0.6,40.76,-0.22,0.27,54.46,-0.07,0.51,7158.53,-0.08,-0.6,5.05,0.05,-0.97,4.66,-0.06,0.43,12.63
MID,1964.0,1.0,0.06,0.94,0.51,1.45,27.52,-0.22,-0.78,15.2,,,,-0.07,-1.04,2.09,0.01,1.69,21.13,-0.08,1.29,16.73
NEA,1964.0,1.0,-0.02,-0.35,0.89,-0.56,14.34,0.06,-1.1,29.35,-0.99,-0.7,6985.0,-0.16,-1.28,3.19,0.05,-0.28,8.47,-0.26,-0.73,6.68
NEF,1964.0,1.0,0.03,0.76,1.07,1.48,20.03,-0.33,0.27,26.4,-0.51,-0.23,6775.2,-0.13,-1.43,2.51,0.03,1.38,16.78,-0.18,0.24,10.83
NPL,1964.0,1.0,0.21,0.16,0.03,0.48,32.92,-0.18,-0.44,11.23,1.07,1.07,7420.0,-0.09,-1.03,1.45,0.06,0.24,12.18,0.19,-1.41,4.29
NWP,1964.0,1.0,0.18,-0.27,0.23,-1.04,21.27,0.41,-0.04,46.61,-0.1,1.18,7186.56,-0.04,-0.77,2.88,-0.02,-0.71,4.52,0.51,-1.77,3.88
SEA,1964.0,1.0,-0.14,0.51,0.13,3.42,29.19,0.0,0.4,59.78,-0.92,-1.6,6849.15,0.01,-0.43,6.95,-0.03,-0.12,8.9,-0.01,0.55,11.82
SPL,1964.0,1.0,-0.18,0.03,0.16,1.12,43.49,-0.18,-0.52,15.1,-1.31,-2.47,6739.0,-0.13,-0.66,5.59,0.07,0.54,12.33,0.04,0.87,13.07
SWP,1964.0,1.0,0.03,-0.14,0.73,0.16,70.6,-0.41,-0.34,25.14,-0.29,-0.17,7044.38,-0.12,0.36,12.28,0.11,-0.77,5.72,-0.11,0.67,13.14
CAN,1964.0,1.0,0.07,0.14,0.53,0.41,24.76,-0.02,-0.19,26.28,-0.29,0.83,7060.0,-0.13,-1.24,3.01,0.02,0.16,11.02,0.04,-1.64,5.72
USA,1964.0,1.0,-0.05,0.3,0.57,0.96,42.29,-0.27,-0.35,27.71,-0.61,-0.4,6983.27,-0.09,-0.8,6.27,-0.02,-0.11,9.6,-0.07,0.9,12.04
USC,1964.0,1.0,-0.02,0.17,0.61,0.94,37.89,-0.27,-0.38,27.23,-0.54,-0.02,6999.42,-0.12,-1.1,4.83,0.0,0.03,10.23,-0.05,-0.65,8.9
ALA,1964.0,2.0,0.13,0.27,-0.38,-0.77,31.73,0.33,1.86,25.47,1.03,0.19,7122.5,0.14,0.3,13.06,-0.26,0.26,12.47,0.21,0.4,11.67
CAR,1964.0,2.0,-0.02,0.39,,,,0.31,0.22,9.46,,,,0.07,-0.7,5.02,-0.18,0.77,15.56,-0.15,-0.13,9.32
CEA,1964.0,2.0,-0.19,0.26,0.22,3.41,22.98,-0.2,-0.9,27.95,-0.78,-1.12,6895.64,0.01,-0.47,6.7,0.0,-0.44,6.45,-0.37,0.13,10.6
CWP,1964.0,2.0,-0.02,-1.2,0.18,-0.62,40.6,-0.24,-1.49,16.17,-0.1,-1.74,6913.53,-0.07,0.49,14.15,0.05,-1.07,2.85,-0.09,-1.76,3.01
MID,1964.0,2.0,0.06,0.04,0.51,1.47,27.58,-0.25,-1.41,12.25,,,,-0.08,-0.81,4.3,0.02,-0.23,8.38,-0.08,-0.46,7.81
NEA,1964.0,2.0,0.0,0.08,0.91,-0.49,14.45,0.07,0.07,39.75,-0.97,-0.63,6945.0,-0.2,-0.87,4.53,0.06,-0.08,9.36,-0.26,0.74,13.77
NEF,1964.0,2.0,0.03,-0.15,1.05,1.34,19.79,-0.34,-1.45,14.85,-0.52,-0.98,6738.2,-0.16,-0.78,5.11,0.05,0.1,10.95,-0.2,-0.66,7.88
NPL,1964.0,2.0,0.22,0.53,0.03,0.42,32.72,-0.18,-0.86,8.44,1.07,1.53,7400.0,-0.11,-0.82,3.71,0.08,0.27,12.28,0.2,0.98,15.24
NWP,1964.0,2.0,0.17,-0.07,0.18,-1.18,20.94,0.4,-0.51,35.69,-0.13,-1.52,6923.86,-0.06,-0.65,4.38,-0.01,0.14,11.19,0.53,2.0,17.42
SEA,1964.0,2.0,-0.14,-0.14,0.18,3.23,28.81,-0.01,-0.28,52.96,-0.93,-1.8,6838.54,0.02,-0.15,9.02,-0.05,-1.14,1.84,-0.01,-1.02,6.8
SPL,1964.0,2.0,-0.18,-0.28,0.17,1.13,43.51,-0.18,0.0,19.94,-1.33,-2.15,6766.67,-0.13,0.02,10.3,0.07,-0.98,4.08,0.05,0.36,11.22
SWP,1964.0,2.0,0.01,-0.95,0.75,0.23,71.17,-0.43,-1.3,6.56,-0.33,-1.26,6956.63,-0.09,1.69,20.14,0.1,-1.21,2.26,-0.13,-0.49,8.06
CAN,1964.0,2.0,0.06,-0.11,0.5,0.26,24.53,-0.02,-1.11,19.83,-0.31,-1.42,6896.92,-0.15,-0.86,4.66,0.05,0.32,12.05,0.03,0.44,11.51
USA,1964.0,2.0,-0.06,-0.66,0.59,0.96,42.3,-0.3,-1.35,21.78,-0.62,-1.53,6920.47,-0.08,0.34,11.73,-0.02,-1.02,5.28,-0.08,-0.65,8.87
USC,1964.0,2.0,-0.03,-0.38,0.62,0.92,37.83,-0.3,-1.62,21.14,-0.56,-1.55,6915.51,-0.12,-0.33,8.48,0.01,-0.39,8.39,-0.05,0.06,10.18
ALA,1964.0,3.0,0.12,-0.93,-0.39,-0.88,31.25,0.33,-0.22,17.19,1.0,-0.04,7046.72,0.12,1.49,25.68,-0.26,-1.05,0.43,0.19,-1.9,2.25
CAR,1964.0,3.0,-0.03,-0.96,,,,0.34,1.14,14.25,,,,0.13,3.17,33.55,-0.19,-1.32,1.58,-0.15,-0.47,8.27
CEA,1964.0,3.0,-0.18,0.6,0.29,3.27,22.73,-0.18,0.23,42.69,-0.77,-0.67,6949.23,0.0,-0.48,7.86,0.01,-0.1,9.47,-0.4,0.38,11.46
CWP,1964.0,3.0,-0.03,-0.74,0.17,-0.64,40.44,-0.24,-1.03,25.58,-0.11,-0.7,7002.6,-0.03,1.75,21.16,0.04,-0.95,3.46,-0.08,0.61,12.45
MID,1964.0,3.0,0.06,0.24,0.51,1.49,27.63,-0.22,1.11,44.03,,,,-0.05,0.85,16.27,0.02,-0.6,6.22,-0.09,0.05,10.17
NEA,1964.0,3.0,0.0,-0.52,0.92,-0.42,14.57,0.06,-0.57,35.4,-0.99,-1.73,6855.0,-0.21,-0.25,8.82,0.07,-0.4,7.89,-0.28,-0.22,9.05
NEF,1964.0,3.0,0.03,0.04,1.04,1.19,19.55,-0.32,0.78,33.46,-0.53,-0.47,6905.6,-0.15,0.57,13.29,0.05,-0.33,8.21,-0.24,-0.38,8.78
NPL,1964.0,3.0,0.2,-0.44,0.03,0.37,32.53,-0.15,-0.61,11.15,1.07,0.57,7190.0,-0.07,1.75,25.75,0.07,-0.85,4.03,0.15,-0.38,8.4
NWP,1964.0,3.0,0.15,-0.93,0.13,-1.32,20.61,0.37,0.23,35.99,-0.13,-1.11,6938.94,-0.03,1.79,23.17,-0.01,-1.01,3.4,0.5,-0.55,8.13
SEA,1964.0,3.0,-0.13,0.41,0.24,3.05,28.43,0.01,1.03,79.02,-0.94,-1.46,6881.77,0.03,-0.1,9.46,-0.04,-0.38,7.65,-0.03,0.12,10.36
SPL,1964.0,3.0,-0.19,-0.25,0.18,1.13,43.53,-0.17,-0.41,21.37,-1.33,-1.29,6865.0,-0.1,0.89,16.51,0.06,-1.17,3.76,0.05,1.14,13.18
SWP,1964.0,3.0,0.0,-0.74,0.76,0.31,71.74,-0.42,-0.73,18.24,-0.35,-1.46,6924.0,-0.03,2.13,21.37,0.09,-0.87,3.12,-0.12,0.44,12.18
CAN,1964.0,3.0,0.05,-0.72,0.48,0.1,24.3,-0.02,0.28,25.87,-0.32,-0.88,6938.96,-0.11,2.05,22.38,0.04,-1.02,4.81,0.0,-0.73,8.21
USA,1964.0,3.0,-0.06,-0.54,0.6,0.96,42.3,-0.27,0.01,33.19,-0.63,-1.29,6946.11,-0.05,1.62,17.63,-0.02,-1.45,4.32,-0.09,0.13,10.3
USC,1964.0,3.0,-0.03,-0.69,0.63,0.9,37.78,-0.27,0.09,30.94,-0.57,-1.24,6944.6,-0.09,2.02,19.86,0.01,-1.43,4.55,-0.08,-0.45,9.26
ALA,1964.0,4.0,0.12,-0.38,-0.4,-1.0,30.77,0.33,0.64,22.9,0.99,0.18,7011.72,0.13,0.94,19.04,-0.27,-1.06,2.22,0.21,-0.08,9.66
CAR,1964.0,4.0,-0.04,-1.03,,,,0.34,-0.45,6.6,,,,0.14,1.44,18.9,-0.2,-1.14,3.95,-0.15,-1.1,6.86
CEA,1964.0,4.0,-0.17,-0.05,0.35,3.13,22.47,-0.18,-0.37,40.3,-0.79,-1.44,6911.86,0.03,0.84,13.02,0.01,-0.25,8.52,-0.39,-0.56,7.34
CWP,1964.0,4.0,-0.05,-0.76,0.15,-0.66,40.28,-0.26,-1.17,17.14,-0.14,-1.31,6869.8,-0.01,0.38,11.85,0.02,-1.07,1.94,-0.08,0.03,10.15
MID,1964.0,4.0,0.08,1.19,0.52,1.51,27.68,-0.18,1.53,56.02,,,,-0.07,-1.04,4.47,0.03,-0.12,9.31,-0.03,1.97,18.95
NEA,1964.0,4.0,0.0,-0.75,0.94,-0.36,14.68,0.05,-0.18,38.69,-1.01,-2.99,6725.0,-0.19,0.47,12.69,0.07,-0.2,8.71,-0.26,-0.31,8.82
NEF,1964.0,4.0,0.02,-0.23,1.04,1.05,19.32,-0.31,-0.33,29.56,-0.58,-2.28,6857.0,-0.13,0.01,9.96,0.07,0.14,11.01,-0.22,0.06,10.26
NPL,1964.0,4.0,0.2,-0.03,0.03,0.32,32.33,-0.15,-0.37,14.25,1.05,0.68,7200.0,-0.08,-0.27,8.32,0.07,-0.58,5.65,0.14,-0.49,8.15
NWP,1964.0,4.0,0.13,-0.67,0.09,-1.46,20.28,0.33,0.07,32.07,-0.15,-1.46,6868.46,-0.02,0.79,15.22,-0.03,-1.2,2.66,0.5,0.83,13.11
SEA,1964.0,4.0,-0.11,0.66,0.3,2.86,28.05,0.04,1.89,90.93,-0.94,-1.79,6905.62,0.01,-0.78,5.82,-0.05,0.1,10.06,-0.02,0.15,10.67
SPL,1964.0,4.0,-0.17,0.31,0.2,1.14,43.55,-0.16,0.04,34.14,-1.34,-1.58,6921.67,-0.13,-0.81,5.84,0.06,-0.2,8.99,0.07,1.63,16.63
SWP,1964.0,4.0,-0.01,-0.45,0.76,0.38,72.32,-0.41,-0.32,17.25,-0.39,-1.88,6890.75,-0.02,0.28,11.5,0.06,-0.77,4.54,-0.1,0.2,11.24
CAN,1964.0,4.0,0.03,-0.78,0.46,-0.05,24.07,-0.04,-0.45,24.94,-0.37,-2.58,6876.63,-0.1,0.4,11.9,0.04,-0.63,6.72,0.0,-0.57,8.9
USA,1964.0,4.0,-0.05,0.04,0.61,0.96,42.31,-0.23,1.17,40.0,-0.66,-2.07,6919.66,-0.06,-0.07,9.57,-0.04,-0.78,6.79,-0.06,0.91,12.7
USC,1964.0,4.0,-0.03,-0.2,0.64,0.87,37.72,-0.24,0.96,35.58,-0.61,-2.52,6910.6,-0.09,0.17,10.54,-0.01,-0.81,6.76,-0.06,0.46,10.82
ALA,1964.0,5.0,0.11,-0.59,-0.42,-1.11,30.29,0.34,0.5,22.07,0.97,0.07,6987.2,0.2,3.59,40.13,-0.28,-0.85,3.62,0.24,1.45,15.06
CAR,1964.0,5.0,-0.03,-0.74,,,,0.37,0.33,18.1,,,,0.12,0.92,14.59,-0.21,-1.16,5.06,-0.15,-1.2,6.23
CEA,1964.0,5.0,-0.15,0.61,0.41,2.99,22.21,-0.18,-0.89,35.91,-0.77,-1.59,6976.14,0.03,-0.47,7.28,0.0,1.61,18.32,-0.34,1.08,14.7
CWP,1964.0,5.0,-0.06,-0.99,0.13,-0.69,40.13,-0.28,-0.84,19.74,-0.17,-1.37,6874.0,0.0,1.72,15.19,0.02,-0.87,5.06,-0.1,-0.48,8.16
MID,1964.0,5.0,0.09,1.13,0.53,1.53,27.73,-0.2,-0.53,46.33,,,,-0.08,-0.88,4.79,0.03,1.34,19.98,0.0,2.42,21.05
NEA,1964.0,5.0,0.0,-0.49,0.95,-0.29,14.79,0.07,-0.8,33.04,-0.98,-0.57,6895.0,-0.17,0.04,10.03,0.06,-0.09,9.63,-0.26,-1.15,6.23
NEF,1964.0,5.0,0.02,0.73,1.03,0.9,19.08,-0.3,0.42,41.21,-0.59,-1.53,6872.8,-0.14,-0.54,7.14,0.07,1.47,18.86,-0.2,2.6,17.33
NPL,1964.0,5.0,0.22,0.74,0.03,0.26,32.14,-0.11,1.74,38.69,1.06,1.34,7400.0,-0.13,-0.38,8.26,0.07,-0.08,9.8,0.12,0.82,12.21
NWP,1964.0,5.0,0.1,-1.27,0.05,-1.6,19.95,0.27,-0.62,29.42,-0.17,-1.84,6887.98,0.01,2.84,21.81,-0.05,-1.1,4.77,0.5,0.37,11.14
SEA,1964.0,5.0,-0.11,0.38,0.35,2.67,27.67,0.04,-0.43,59.03,-0.94,-0.96,6993.85,0.02,-0.49,7.16,-0.07,0.8,13.59,-0.01,-0.3,8.6
SPL,1964.0,5.0,-0.17,0.53,0.21,1.15,43.58,-0.17,-0.39,45.12,-1.34,-1.09,7006.33,-0.15,-0.75,6.83,0.09,1.66,16.22,0.07,1.14,14.02
SWP,1964.0,5.0,-0.01,-0.33,0.77,0.45,72.89,-0.39,0.25,18.47,-0.42,-1.99,6905.13,0.0,1.06,14.33,0.07,0.18,10.67,-0.1,0.18,10.92
CAN,1964.0,5.0,0.03,-0.13,0.43,-0.2,23.84,-0.02,1.1,36.57,-0.39,-1.68,6915.68,-0.11,0.62,11.98,0.04,0.21,11.08,0.01,0.43,10.81
USA,1964.0,5.0,-0.05,-0.1,0.62,0.97,42.31,-0.25,-0.78,36.95,-0.66,-1.95,6965.16,-0.02,1.35,13.59,-0.04,1.06,12.76,-0.03,1.47,13.1
USC,1964.0,5.0,-0.03,-0.07,0.64,0.85,37.67,-0.24,-0.35,36.85,-0.62,-2.01,6954.75,-0.07,1.15,12.92,0.0,0.79,12.06,-0.03,1.44,11.96
ALA,1964.0,6.0,0.1,-0.06,-0.45,-1.22,29.81,0.36,-0.04,24.63,0.96,0.82,7045.33,0.21,-0.12,8.72,-0.29,0.68,13.47,0.25,-0.75,6.91
CAR,1964.0,6.0,-0.02,-0.57,,,,0.36,-1.21,6.52,,,,0.09,0.82,12.92,-0.19,-0.28,8.83,-0.14,0.03,10.1
CEA,1964.0,6.0,-0.15,-0.05,0.47,2.85,21.96,-0.2,-1.1,31.02,-0.78,-1.93,6979.96,0.03,0.46,11.65,-0.01,0.38,11.25,-0.35,-0.03,9.91
CWP,1964.0,6.0,-0.07,-0.36,0.11,-0.71,39.97,-0.24,1.45,36.53,-0.18,0.3,6954.0,0.03,1.14,14.52,0.0,-1.03,2.91,-0.1,-1.02,4.69
MID,1964.0,6.0,0.09,0.45,0.53,1.55,27.78,-0.2,-0.33,50.45,,,,-0.07,-0.13,8.95,0.03,0.49,12.65,0.01,0.41,11.77
NEA,1964.0,6.0,0.0,-0.92,0.96,-0.22,14.9,0.02,-1.42,27.71,-0.96,-1.56,6885.0,-0.16,1.41,15.19,0.05,-0.91,5.63,-0.26,0.01,10.05
NEF,1964.0,6.0,0.01,-0.53,1.03,0.76,18.84,-0.3,-0.75,39.42,-0.62,-1.52,6706.6,-0.12,1.1,14.24,0.06,-0.05,9.87,-0.21,-0.51,8.55
NPL,1964.0,6.0,0.21,-0.29,0.03,0.21,31.94,-0.14,-0.73,30.88,1.05,0.86,7360.0,-0.13,0.16,10.78,0.07,-0.68,5.38,0.09,-1.23,6.18
NWP,1964.0,6.0,0.09,-0.2,0.0,-1.74,19.63,0.28,0.67,38.75,-0.18,0.28,7069.89,0.02,-0.18,8.99,-0.04,0.02,10.22,0.51,-0.57,8.02
SEA,1964.0,6.0,-0.11,0.2,0.4,2.48,27.28,0.0,-1.15,50.11,-0.95,-1.55,6987.08,0.01,-0.74,5.85,-0.04,1.61,18.21,-0.02,-0.95,5.39
SPL,1964.0,6.0,-0.17,0.12,0.22,1.16,43.6,-0.15,1.04,58.63,-1.36,-1.75,6922.67,-0.13,0.14,10.43,0.07,-0.32,7.81,0.09,0.74,12.94
SWP,1964.0,6.0,-0.02,-0.38,0.77,0.52,73.46,-0.37,0.36,16.29,-0.44,-1.71,6954.5,0.03,0.8,13.23,0.04,-0.94,3.73,-0.09,0.25,11.59
CAN,1964.0,6.0,0.02,-0.71,0.42,-0.35,23.61,-0.04,-0.85,35.3,-0.41,-1.06,6962.94,-0.1,0.84,11.95,0.03,-0.5,8.31,0.0,-0.64,8.74
USA,1964.0,6.0,-0.06,-0.25,0.63,0.97,42.32,-0.25,-0.17,40.85,-0.69,-1.95,6982.88,0.0,0.24,10.27,-0.05,0.06,9.75,-0.02,-0.2,9.49
USC,1964.0,6.0,-0.04,-0.42,0.65,0.82,37.61,-0.25,-0.4,39.39,-0.64,-1.68,6978.68,-0.05,0.52,10.92,-0.02,-0.19,9.2,-0.03,-0.54,9.12
ALA,1964.0,7.0,0.09,-0.42,-0.47,-1.33,29.33,0.32,-0.1,32.03,0.95,1.6,7102.56,0.15,0.35,10.62,-0.28,-1.16,4.68,0.16,-1.15,6.59
CAR,1964.0,7.0,-0.03,-1.05,,,,0.33,-1.29,10.25,,,,0.1,1.81,16.19,-0.19,-0.95,5.79,-0.16,-0.16,9.61
CEA,1964.0,7.0,-0.14,-0.01,0.52,2.71,21.7,-0.2,-0.36,47.4,-0.76,-1.86,6998.55,0.05,-0.77,7.23,-0.01,0.14,10.25,-0.37,-1.47,5.14
CWP,1964.0,7.0,-0.08,-0.27,0.09,-0.73,39.81,-0.23,-0.36,10.88,-0.18,0.18,6937.4,0.03,-0.13,8.75,-0.02,-0.27,8.25,-0.1,-0.56,7.97
MID,1964.0,7.0,0.09,0.44,0.55,1.57,27.83,-0.22,-0.97,44.68,,,,-0.08,-0.9,5.63,0.05,0.73,14.35,0.02,-0.04,9.86
NEA,1964.0,7.0,-0.01,-0.77,0.98,-0.16,15.01,0.03,-0.24,47.1,-0.95,-1.97,6885.0,-0.12,1.13,15.03,0.01,-0.64,6.55,-0.26,-0.51,7.9
NEF,1964.0,7.0,0.0,0.03,1.02,0.62,18.6,-0.31,-0.43,43.01,-0.63,-1.09,6666.6,-0.11,-0.88,6.65,0.05,0.4,12.14,-0.22,-0.21,9.41
NPL,1964.0,7.0,0.2,0.03,0.02,0.15,31.74,-0.14,-0.63,31.77,1.03,0.28,7270.0,-0.14,-1.08,5.17,0.07,0.63,13.33,0.05,-1.35,5.54
NWP,1964.0,7.0,0.08,-0.26,-0.03,-1.88,19.3,0.31,1.73,48.87,-0.17,0.13,7023.22,0.02,1.16,13.12,-0.05,-0.89,5.76,0.44,0.52,11.75
SEA,1964.0,7.0,-0.1,0.18,0.45,2.29,26.9,0.0,1.11,77.7,-0.98,-2.25,6951.92,0.03,0.26,10.58,-0.04,-0.54,5.0,0.0,0.75,12.89
SPL,1964.0,7.0,-0.16,-0.02,0.24,1.16,43.62,-0.19,-1.49,24.88,-1.37,-1.87,6843.33,-0.17,-1.45,3.52,0.11,1.37,15.91,0.08,-0.77,6.97
